loss,mean_absolute_error,val_loss,val_mean_absolute_error,date,loading_id
0.5158089399337769,0.5158089399337769,0.243534654378891,0.243534654378891,2024-12-29 15:58:32.190397,1735487912.190397
0.23605555295944214,0.23605555295944214,0.21764585375785828,0.21764585375785828,2024-12-29 15:58:32.190397,1735487912.190397
0.23122848570346832,0.23122848570346832,0.212778702378273,0.212778702378273,2024-12-29 15:58:32.190397,1735487912.190397
0.2284751534461975,0.2284751534461975,0.1888762265443802,0.1888762265443802,2024-12-29 15:58:32.190397,1735487912.190397
0.18053948879241943,0.18053948879241943,0.16637113690376282,0.16637113690376282,2024-12-29 15:58:32.190397,1735487912.190397
0.16549541056156158,0.16549541056156158,0.1796485185623169,0.1796485185623169,2024-12-29 15:58:32.190397,1735487912.190397
0.1544727385044098,0.1544727385044098,0.15667389333248138,0.15667389333248138,2024-12-29 15:58:32.190397,1735487912.190397
0.14146755635738373,0.14146755635738373,0.14584723114967346,0.14584723114967346,2024-12-29 15:58:32.190397,1735487912.190397
0.13981276750564575,0.13981276750564575,0.15088027715682983,0.15088027715682983,2024-12-29 15:58:32.190397,1735487912.190397
0.14615043997764587,0.14615043997764587,0.142151340842247,0.142151340842247,2024-12-29 15:58:32.190397,1735487912.190397
733.765869140625,733.765869140625,0.2348923534154892,0.2348923534154892,2024-12-29 16:18:48.269675,1735489128.269675
0.2333083301782608,0.2333083301782608,0.20862635970115662,0.20862635970115662,2024-12-29 16:18:48.269675,1735489128.269675
0.20667652785778046,0.20667652785778046,0.1851600855588913,0.1851600855588913,2024-12-29 16:18:48.269675,1735489128.269675
0.20643243193626404,0.20643243193626404,0.16583770513534546,0.16583770513534546,2024-12-29 16:18:48.269675,1735489128.269675
0.16202878952026367,0.16202878952026367,0.14567402005195618,0.14567402005195618,2024-12-29 16:18:48.269675,1735489128.269675
0.1483699381351471,0.1483699381351471,0.1535387635231018,0.1535387635231018,2024-12-29 16:18:48.269675,1735489128.269675
0.1450786143541336,0.1450786143541336,0.145955890417099,0.145955890417099,2024-12-29 16:18:48.269675,1735489128.269675
0.13615071773529053,0.13615071773529053,0.14320750534534454,0.14320750534534454,2024-12-29 16:18:48.269675,1735489128.269675
0.13808362185955048,0.13808362185955048,0.1344188004732132,0.1344188004732132,2024-12-29 16:18:48.269675,1735489128.269675
0.14457592368125916,0.14457592368125916,0.13952788710594177,0.13952788710594177,2024-12-29 16:18:48.269675,1735489128.269675
0.46250736713409424,0.46250736713409424,0.2383214831352234,0.2383214831352234,2024-12-29 22:54:38.864201,1735512878.864201
0.2332116961479187,0.2332116961479187,0.21244919300079346,0.21244919300079346,2024-12-29 22:54:38.864201,1735512878.864201
0.21020616590976715,0.21020616590976715,0.19385714828968048,0.19385714828968048,2024-12-29 22:54:38.864201,1735512878.864201
0.20826713740825653,0.20826713740825653,0.17258304357528687,0.17258304357528687,2024-12-29 22:54:38.864201,1735512878.864201
0.17188982665538788,0.17188982665538788,0.15868042409420013,0.15868042409420013,2024-12-29 22:54:38.864201,1735512878.864201
0.15902748703956604,0.15902748703956604,0.15583179891109467,0.15583179891109467,2024-12-29 22:54:38.864201,1735512878.864201
0.15221048891544342,0.15221048891544342,0.1542806774377823,0.1542806774377823,2024-12-29 22:54:38.864201,1735512878.864201
0.14058315753936768,0.14058315753936768,0.14938083291053772,0.14938083291053772,2024-12-29 22:54:38.864201,1735512878.864201
0.14103512465953827,0.14103512465953827,0.1426560878753662,0.1426560878753662,2024-12-29 22:54:38.864201,1735512878.864201
0.14589130878448486,0.14589130878448486,0.14522810280323029,0.14522810280323029,2024-12-29 22:54:38.864201,1735512878.864201
0.5486220717430115,0.5486220717430115,0.2589944303035736,0.2589944303035736,2024-12-29 23:23:09.514188,1735514589.514188
0.23733563721179962,0.23733563721179962,0.21369442343711853,0.21369442343711853,2024-12-29 23:23:09.514188,1735514589.514188
0.22196893393993378,0.22196893393993378,0.20049458742141724,0.20049458742141724,2024-12-29 23:23:09.514188,1735514589.514188
0.22191491723060608,0.22191491723060608,0.18580402433872223,0.18580402433872223,2024-12-29 23:23:09.514188,1735514589.514188
0.1817697137594223,0.1817697137594223,0.16861261427402496,0.16861261427402496,2024-12-29 23:23:09.514188,1735514589.514188
0.16162961721420288,0.16162961721420288,0.16610471904277802,0.16610471904277802,2024-12-29 23:23:09.514188,1735514589.514188
0.154398575425148,0.154398575425148,0.1508176028728485,0.1508176028728485,2024-12-29 23:23:09.514188,1735514589.514188
0.1419428437948227,0.1419428437948227,0.14697998762130737,0.14697998762130737,2024-12-29 23:23:09.514188,1735514589.514188
0.18073870241641998,0.18073870241641998,0.14977647364139557,0.14977647364139557,2024-12-29 23:23:09.514188,1735514589.514188
0.15073539316654205,0.15073539316654205,0.15298901498317719,0.15298901498317719,2024-12-29 23:23:09.514188,1735514589.514188
