,city_name,lat,lon,temp,temp_min,temp_max,feels_like,pressure,humidity,dew_point,wind_speed,wind_deg,wind_gust,clouds_all,rain_1h,rain_3h,snow_1h,snow_3h,weather_id,weather_main,weather_description,weather_icon,visibility,dt,timezone,sea_level,grnd_level
0,,55.77320,37.58050,1.6100,,,-3.7200,1006.000,97.0000,1.1900,6.7000,275.0000,12.5800,100.0000,,,,,804,Clouds,overcast clouds,04n,105.000,2024-12-30 23:00:00+03:00,Europe/Moscow,,
1,,55.77320,37.58050,2.1800,,,-3.3600,1005.000,92.0000,1.0200,7.6300,258.0000,15.9700,100.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-30 22:00:00+03:00,Europe/Moscow,,
2,,55.77320,37.58050,0.9600,,,-4.8900,1005.000,66.0000,-4.1400,7.5200,248.0000,16.8100,100.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-30 21:00:00+03:00,Europe/Moscow,,
3,,55.77320,37.58050,1.6500,,,-4.0300,1005.000,93.0000,0.6400,7.6100,242.0000,16.3300,100.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-30 20:00:00+03:00,Europe/Moscow,,
4,,55.77320,37.58050,0.4500,,,-5.5000,1005.000,59.0000,-5.8800,7.3900,236.0000,16.2900,100.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-30 19:00:00+03:00,Europe/Moscow,,
5,,55.77320,37.58050,1.4300,,,-4.0100,1006.000,92.0000,0.2700,6.8300,238.0000,15.1800,100.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-30 18:00:00+03:00,Europe/Moscow,,
6,,55.77320,37.58050,1.3000,,,-4.1700,1007.000,92.0000,0.1500,6.8300,235.0000,15.1700,100.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-30 17:00:00+03:00,Europe/Moscow,,
7,,55.77320,37.58050,1.1800,,,-4.3000,1007.000,92.0000,0.0300,6.7700,229.0000,15.8700,100.0000,,,,,804,Clouds,overcast clouds,04d,10000.000,2024-12-30 16:00:00+03:00,Europe/Moscow,,
8,,55.77320,37.58050,0.2400,,,-5.4200,1007.000,77.0000,-2.9300,6.5700,221.0000,15.0000,100.0000,,,,,804,Clouds,overcast clouds,04d,10000.000,2024-12-30 15:00:00+03:00,Europe/Moscow,,
9,,55.77320,37.58050,1.0300,,,-4.2600,1008.000,96.0000,0.4600,6.2400,222.0000,14.9800,100.0000,,,,,804,Clouds,overcast clouds,04d,10000.000,2024-12-30 14:00:00+03:00,Europe/Moscow,,
10,,55.77320,37.58050,0.3500,,,-4.9500,1009.000,63.0000,-5.2000,5.8800,220.0000,13.7100,100.0000,,,,,804,Clouds,overcast clouds,04d,10000.000,2024-12-30 13:00:00+03:00,Europe/Moscow,,
11,,55.77320,37.58050,-0.1500,,,-5.4900,1011.000,65.0000,-5.2800,5.7000,224.0000,12.8300,100.0000,,,,,804,Clouds,overcast clouds,04d,10000.000,2024-12-30 12:00:00+03:00,Europe/Moscow,,
12,,55.77320,37.58050,0.8600,,,-3.8800,1012.000,96.0000,0.3000,5.0700,223.0000,11.5600,100.0000,,,,,804,Clouds,overcast clouds,04d,10000.000,2024-12-30 11:00:00+03:00,Europe/Moscow,,
13,,55.77320,37.58050,0.7600,,,-3.8000,1012.000,97.0000,0.3400,4.7200,226.0000,10.7300,100.0000,,,,,804,Clouds,overcast clouds,04d,10000.000,2024-12-30 10:00:00+03:00,Europe/Moscow,,
14,,55.77320,37.58050,0.6000,,,-3.8300,1013.000,98.0000,0.3200,4.4400,224.0000,10.4500,100.0000,,,,,804,Clouds,overcast clouds,04d,5184.000,2024-12-30 09:00:00+03:00,Europe/Moscow,,
15,,55.77320,37.58050,0.3500,,,-3.9600,1014.000,68.0000,-4.3000,4.1600,231.0000,10.1100,100.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-30 08:00:00+03:00,Europe/Moscow,,
16,,55.77320,37.58050,0.5500,,,-3.7900,1014.000,97.0000,0.1300,4.2800,232.0000,10.2600,100.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-30 07:00:00+03:00,Europe/Moscow,,
17,,55.77320,37.58050,0.5400,,,-3.8300,1015.000,96.0000,-0.0200,4.3100,235.0000,11.0200,100.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-30 06:00:00+03:00,Europe/Moscow,,
18,,55.77320,37.58050,0.6000,,,-3.7400,1015.000,96.0000,0.0400,4.3000,216.0000,10.6000,100.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-30 05:00:00+03:00,Europe/Moscow,,
19,,55.77320,37.58050,0.7200,,,-3.5700,1016.000,95.0000,0.0100,4.2600,235.0000,10.5500,100.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-30 04:00:00+03:00,Europe/Moscow,,
20,,55.77320,37.58050,0.6400,,,-3.6400,1016.000,96.0000,0.0800,4.2100,230.0000,10.5900,100.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-30 03:00:00+03:00,Europe/Moscow,,
21,,55.77320,37.58050,1.0100,,,-3.6900,1016.000,92.0000,-0.1200,5.0600,240.0000,10.2000,100.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-30 02:00:00+03:00,Europe/Moscow,,
22,,55.77320,37.58050,0.8600,,,-3.5400,1016.000,60.0000,-5.3400,4.4900,229.0000,10.0800,100.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-30 01:00:00+03:00,Europe/Moscow,,
23,,55.77320,37.58050,0.8800,,,-3.4900,1017.000,99.0000,0.7400,4.4400,223.0000,10.3200,100.0000,,,,,804,Clouds,overcast clouds,04n,111.000,2024-12-30 00:00:00+03:00,Europe/Moscow,,
24,,55.77320,37.58050,0.3500,,,-3.9800,1017.000,62.0000,-5.3900,4.1800,220.0000,10.7800,100.0000,,,,,804,Clouds,overcast clouds,04n,72.000,2024-12-29 23:00:00+03:00,Europe/Moscow,,
25,,55.77320,37.58050,0.8200,,,-3.2600,1018.000,99.0000,0.6800,3.9700,217.0000,10.3900,100.0000,,,,,804,Clouds,overcast clouds,04n,53.000,2024-12-29 22:00:00+03:00,Europe/Moscow,,
26,,55.77320,37.58050,0.7600,,,-3.1800,1018.000,99.0000,0.6200,3.7600,218.0000,10.2300,100.0000,,,,,804,Clouds,overcast clouds,04n,48.000,2024-12-29 21:00:00+03:00,Europe/Moscow,,
27,,55.77320,37.58050,0.3500,,,-3.5700,1019.000,57.0000,-6.3600,3.6100,212.0000,9.5500,100.0000,,,,,804,Clouds,overcast clouds,04n,48.000,2024-12-29 20:00:00+03:00,Europe/Moscow,,
28,,55.77320,37.58050,0.6100,,,-3.2000,1019.000,99.0000,0.4700,3.5300,208.0000,9.3500,100.0000,,,,,804,Clouds,overcast clouds,04n,71.000,2024-12-29 19:00:00+03:00,Europe/Moscow,,
29,,55.77320,37.58050,0.3500,,,-3.4600,1020.000,62.0000,-5.3900,3.4600,205.0000,9.0200,100.0000,,,,,804,Clouds,overcast clouds,04n,122.000,2024-12-29 18:00:00+03:00,Europe/Moscow,,
30,,55.77320,37.58050,0.3600,,,-3.3400,1021.000,63.0000,-5.1900,3.3300,203.0000,8.7200,100.0000,,,,,804,Clouds,overcast clouds,04n,418.000,2024-12-29 17:00:00+03:00,Europe/Moscow,,
31,,55.77320,37.58050,0.4200,,,-3.1900,1021.000,98.0000,0.1400,3.2300,204.0000,8.6300,100.0000,,,,,804,Clouds,overcast clouds,04d,10000.000,2024-12-29 16:00:00+03:00,Europe/Moscow,,
32,,55.77320,37.58050,0.8600,,,-2.4400,1022.000,63.0000,-4.7700,2.9700,204.0000,7.9600,100.0000,,,,,804,Clouds,overcast clouds,04d,10000.000,2024-12-29 15:00:00+03:00,Europe/Moscow,,
33,,55.77320,37.58050,0.3800,,,-2.9200,1022.000,98.0000,0.1000,2.8600,215.0000,7.4000,99.0000,,,,,804,Clouds,overcast clouds,04d,10000.000,2024-12-29 14:00:00+03:00,Europe/Moscow,,
34,,55.77320,37.58050,0.2800,,,-3.0800,1023.000,66.0000,-4.7100,2.9100,220.0000,6.8200,98.0000,,,,,804,Clouds,overcast clouds,04d,10000.000,2024-12-29 13:00:00+03:00,Europe/Moscow,,
35,,55.77320,37.58050,0.8400,,,-1.8000,1024.000,66.0000,-4.2400,2.2800,215.0000,5.6400,98.0000,,,,,804,Clouds,overcast clouds,04d,10000.000,2024-12-29 12:00:00+03:00,Europe/Moscow,,
36,,55.77320,37.58050,0.7600,,,-1.1800,1024.000,67.0000,-4.1300,1.7000,218.0000,3.9800,98.0000,,,,,804,Clouds,overcast clouds,04d,10000.000,2024-12-29 11:00:00+03:00,Europe/Moscow,,
37,,55.77320,37.58050,-2.3500,,,-4.3800,1024.000,97.0000,-2.7100,1.4700,226.0000,2.5400,98.0000,,,,,804,Clouds,overcast clouds,04d,10000.000,2024-12-29 10:00:00+03:00,Europe/Moscow,,
38,,55.77320,37.58050,0.2500,,,-1.5000,1024.000,67.0000,-4.5600,1.5200,228.0000,2.6700,83.0000,,,,,803,Clouds,broken clouds,04d,10000.000,2024-12-29 09:00:00+03:00,Europe/Moscow,,
39,,55.77320,37.58050,0.2800,,,-1.6000,1024.000,67.0000,-4.5400,1.6100,231.0000,3.3000,100.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-29 08:00:00+03:00,Europe/Moscow,,
40,,55.77320,37.58050,-0.3600,,,-1.9800,1024.000,99.0000,-0.4800,1.3900,238.0000,3.0300,100.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-29 07:00:00+03:00,Europe/Moscow,,
41,,55.77320,37.58050,-0.1200,,,-1.7600,1024.000,99.0000,-0.2400,1.4200,249.0000,3.3600,100.0000,,,,,804,Clouds,overcast clouds,04n,246.000,2024-12-29 06:00:00+03:00,Europe/Moscow,,
42,,55.77320,37.58050,0.3800,,,-1.0600,1025.000,68.0000,-4.2800,1.3400,251.0000,3.2000,100.0000,,,,,804,Clouds,overcast clouds,04n,297.000,2024-12-29 05:00:00+03:00,Europe/Moscow,,
43,,55.77320,37.58050,0.0900,,,0.0900,1025.000,99.0000,-0.0400,1.2700,247.0000,2.7700,100.0000,,,,,804,Clouds,overcast clouds,04n,217.000,2024-12-29 04:00:00+03:00,Europe/Moscow,,
44,,55.77320,37.58050,0.1100,,,0.1100,1025.000,99.0000,-0.0200,1.0700,248.0000,2.2300,99.0000,,,,,804,Clouds,overcast clouds,04n,353.000,2024-12-29 03:00:00+03:00,Europe/Moscow,,
45,,55.77320,37.58050,0.2800,,,0.2800,1026.000,66.0000,-4.7100,1.1200,236.0000,2.2900,100.0000,,,,,804,Clouds,overcast clouds,04n,311.000,2024-12-29 02:00:00+03:00,Europe/Moscow,,
46,,55.77320,37.58050,0.0400,,,0.0400,1026.000,99.0000,-0.0800,1.0200,242.0000,2.4400,100.0000,,,,,804,Clouds,overcast clouds,04n,302.000,2024-12-29 01:00:00+03:00,Europe/Moscow,,
47,,55.77320,37.58050,-0.1400,,,-0.1400,1026.000,99.0000,-0.2600,1.0900,239.0000,2.3800,100.0000,,,,,804,Clouds,overcast clouds,04n,551.000,2024-12-29 00:00:00+03:00,Europe/Moscow,,
48,,55.77320,37.58050,-0.3600,,,-0.3600,1026.000,99.0000,-0.4800,1.1300,228.0000,2.0700,100.0000,,,,,804,Clouds,overcast clouds,04n,1601.000,2024-12-28 23:00:00+03:00,Europe/Moscow,,
49,,55.77320,37.58050,-0.5800,,,-0.5800,1026.000,98.0000,-0.8200,1.0600,219.0000,1.7400,100.0000,,,,,804,Clouds,overcast clouds,04n,5544.000,2024-12-28 22:00:00+03:00,Europe/Moscow,,
50,,55.77320,37.58050,-0.5100,,,-0.5100,1026.000,98.0000,-0.7500,1.0900,221.0000,1.9600,100.0000,,,,,804,Clouds,overcast clouds,04n,7369.000,2024-12-28 21:00:00+03:00,Europe/Moscow,,
51,,55.77320,37.58050,-0.9600,,,-0.9600,1027.000,98.0000,-1.2000,1.2500,214.0000,2.2200,100.0000,,,,,804,Clouds,overcast clouds,04n,8345.000,2024-12-28 20:00:00+03:00,Europe/Moscow,,
52,,55.77320,37.58050,-1.0900,,,-1.0900,1027.000,97.0000,-1.4600,1.2500,212.0000,2.0800,100.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-28 19:00:00+03:00,Europe/Moscow,,
53,,55.77320,37.58050,-0.2600,,,-0.2600,1027.000,62.0000,-5.9300,1.1600,204.0000,1.4800,100.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-28 18:00:00+03:00,Europe/Moscow,,
54,,55.77320,37.58050,-1.2300,,,-1.2300,1027.000,98.0000,-1.4700,1.0700,203.0000,1.3900,100.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-28 17:00:00+03:00,Europe/Moscow,,
55,,55.77320,37.58050,-1.0500,,,-1.0500,1027.000,97.0000,-1.4200,1.1500,246.0000,2.5600,100.0000,,,,,804,Clouds,overcast clouds,04d,10000.000,2024-12-28 16:00:00+03:00,Europe/Moscow,,
56,,55.77320,37.58050,0.2700,,,-2.1800,1028.000,65.0000,-4.9000,2.0300,250.0000,3.5400,100.0000,,,,,804,Clouds,overcast clouds,04d,10000.000,2024-12-28 15:00:00+03:00,Europe/Moscow,,
57,,55.77320,37.58050,-0.7400,,,-3.5600,1028.000,95.0000,-1.3600,2.2000,238.0000,3.4000,100.0000,,,,,804,Clouds,overcast clouds,04d,10000.000,2024-12-28 14:00:00+03:00,Europe/Moscow,,
58,,55.77320,37.58050,-0.8900,,,-3.5200,1028.000,96.0000,-1.3800,2.0200,236.0000,3.2100,100.0000,,,,,804,Clouds,overcast clouds,04d,1769.000,2024-12-28 13:00:00+03:00,Europe/Moscow,,
59,,55.77320,37.58050,-1.1100,,,-3.7900,1029.000,96.0000,-1.6000,2.0300,242.0000,3.2100,100.0000,,,,,804,Clouds,overcast clouds,04d,10000.000,2024-12-28 12:00:00+03:00,Europe/Moscow,,
60,,55.77320,37.58050,-1.2300,,,-3.6200,1029.000,98.0000,-1.4700,1.8000,227.0000,3.1600,100.0000,,,,,804,Clouds,overcast clouds,04d,695.000,2024-12-28 11:00:00+03:00,Europe/Moscow,,
61,,55.77320,37.58050,-0.2500,,,-2.2400,1029.000,70.0000,-4.5000,1.6300,224.0000,2.8700,100.0000,,,,,804,Clouds,overcast clouds,04d,1295.000,2024-12-28 10:00:00+03:00,Europe/Moscow,,
62,,55.77320,37.58050,-0.5100,,,-0.5100,1029.000,99.0000,-0.6300,1.2900,222.0000,2.1600,99.0000,,,,,804,Clouds,overcast clouds,04d,2162.000,2024-12-28 09:00:00+03:00,Europe/Moscow,,
63,,55.77320,37.58050,-2.1700,,,-2.1700,1029.000,99.0000,-2.2900,1.0700,230.0000,1.7000,100.0000,,,,,804,Clouds,overcast clouds,04n,2172.000,2024-12-28 08:00:00+03:00,Europe/Moscow,,
64,,55.77320,37.58050,-2.3800,,,-2.3800,1029.000,99.0000,-2.5000,0.8400,271.0000,1.5000,100.0000,,,,,804,Clouds,overcast clouds,04n,758.000,2024-12-28 07:00:00+03:00,Europe/Moscow,,
65,,55.77320,37.58050,-2.5600,,,-2.5600,1029.000,99.0000,-2.6800,1.1200,285.0000,1.9400,100.0000,,,,,804,Clouds,overcast clouds,04n,800.000,2024-12-28 06:00:00+03:00,Europe/Moscow,,
66,,55.77320,37.58050,0.2500,,,0.2500,1029.000,75.0000,-3.2300,0.9700,288.0000,1.4400,100.0000,,,,,804,Clouds,overcast clouds,04n,3559.000,2024-12-28 05:00:00+03:00,Europe/Moscow,,
67,,55.77320,37.58050,0.2500,,,0.2500,1030.000,71.0000,-3.8800,0.6300,283.0000,1.0300,100.0000,,,,,804,Clouds,overcast clouds,04n,603.000,2024-12-28 04:00:00+03:00,Europe/Moscow,,
68,,55.77320,37.58050,-2.9200,,,-2.9200,1030.000,99.0000,-3.0400,0.6900,322.0000,1.0100,100.0000,,,,,804,Clouds,overcast clouds,04n,425.000,2024-12-28 03:00:00+03:00,Europe/Moscow,,
69,,55.77320,37.58050,-3.0500,,,-3.0500,1031.000,99.0000,-3.1700,0.9400,349.0000,1.2400,98.0000,,,,,804,Clouds,overcast clouds,04n,546.000,2024-12-28 02:00:00+03:00,Europe/Moscow,,
70,,55.77320,37.58050,-0.7900,,,-0.7900,1031.000,99.0000,-0.9100,1.0500,344.0000,1.3900,98.0000,,,,,804,Clouds,overcast clouds,04n,295.000,2024-12-28 01:00:00+03:00,Europe/Moscow,,
71,,55.77320,37.58050,-3.6100,,,-3.6100,1031.000,99.0000,-3.7300,1.3300,356.0000,1.6100,97.0000,,,,,804,Clouds,overcast clouds,04n,206.000,2024-12-28 00:00:00+03:00,Europe/Moscow,,
72,,55.77320,37.58050,0.2100,,,0.2100,1031.000,100.0000,0.2100,1.1500,354.0000,1.4900,99.0000,,,,,804,Clouds,overcast clouds,04n,324.000,2024-12-27 23:00:00+03:00,Europe/Moscow,,
73,,55.77320,37.58050,0.2100,,,0.2100,1031.000,99.0000,0.0700,1.2300,354.0000,1.5700,100.0000,,,,,804,Clouds,overcast clouds,04n,4157.000,2024-12-27 22:00:00+03:00,Europe/Moscow,,
74,,55.77320,37.58050,-2.6400,,,-4.6600,1031.000,99.0000,-2.7600,1.4400,346.0000,2.5700,100.0000,,,,,804,Clouds,overcast clouds,04n,6680.000,2024-12-27 21:00:00+03:00,Europe/Moscow,,
75,,55.77320,37.58050,-2.4800,,,-4.5700,1031.000,99.0000,-2.6000,1.4900,337.0000,2.5100,100.0000,,,,,804,Clouds,overcast clouds,04n,7228.000,2024-12-27 20:00:00+03:00,Europe/Moscow,,
76,,55.77320,37.58050,-1.7200,,,-3.6500,1031.000,99.0000,-1.8400,1.4600,327.0000,2.0300,100.0000,,,,,804,Clouds,overcast clouds,04n,3744.000,2024-12-27 19:00:00+03:00,Europe/Moscow,,
77,,55.77320,37.58050,0.0500,,,-1.5800,1030.000,99.0000,-0.0800,1.4300,324.0000,3.1700,100.0000,,,,,804,Clouds,overcast clouds,04n,659.000,2024-12-27 18:00:00+03:00,Europe/Moscow,,
78,,55.77320,37.58050,1.7200,,,0.0200,1030.000,99.0000,1.5800,1.6300,331.0000,4.4900,100.0000,,,,,804,Clouds,overcast clouds,04n,266.000,2024-12-27 17:00:00+03:00,Europe/Moscow,,
79,,55.77320,37.58050,0.5900,,,-1.2200,1030.000,100.0000,0.5900,1.5900,334.0000,4.8500,100.0000,,,,,804,Clouds,overcast clouds,04d,72.000,2024-12-27 16:00:00+03:00,Europe/Moscow,,
80,,55.77320,37.58050,0.7500,,,-1.2500,1030.000,100.0000,0.7500,1.7400,334.0000,6.0000,100.0000,,,,,804,Clouds,overcast clouds,04d,53.000,2024-12-27 15:00:00+03:00,Europe/Moscow,,
81,,55.77320,37.58050,0.8500,,,-1.3300,1030.000,100.0000,0.8500,1.8900,331.0000,6.2300,100.0000,,,,,804,Clouds,overcast clouds,04d,50.000,2024-12-27 14:00:00+03:00,Europe/Moscow,,
82,,55.77320,37.58050,0.8500,,,-1.6100,1030.000,100.0000,0.8500,2.1200,326.0000,6.9600,100.0000,,,,,804,Clouds,overcast clouds,04d,53.000,2024-12-27 13:00:00+03:00,Europe/Moscow,,
83,,55.77320,37.58050,0.8300,,,-1.7100,1030.000,100.0000,0.8300,2.1900,312.0000,6.9100,100.0000,,,,,804,Clouds,overcast clouds,04d,60.000,2024-12-27 12:00:00+03:00,Europe/Moscow,,
84,,55.77320,37.58050,1.4700,,,-1.0900,1030.000,67.0000,-3.5300,2.3100,298.0000,6.8900,100.0000,,,,,804,Clouds,overcast clouds,04d,70.000,2024-12-27 11:00:00+03:00,Europe/Moscow,,
85,,55.77320,37.58050,0.8400,,,-1.9600,1029.000,100.0000,0.8400,2.4300,287.0000,7.0000,100.0000,,,,,804,Clouds,overcast clouds,04d,79.000,2024-12-27 10:00:00+03:00,Europe/Moscow,,
86,,55.77320,37.58050,0.8600,,,-2.0900,1029.000,100.0000,0.8600,2.5900,281.0000,7.6200,100.0000,,,,,804,Clouds,overcast clouds,04d,80.000,2024-12-27 09:00:00+03:00,Europe/Moscow,,
87,,55.77320,37.58050,0.9600,,,-2.2600,1028.000,68.0000,-3.7800,2.9000,277.0000,8.1700,100.0000,,,,,804,Clouds,overcast clouds,04n,75.000,2024-12-27 08:00:00+03:00,Europe/Moscow,,
88,,55.77320,37.58050,0.9100,,,-2.3900,1028.000,99.0000,0.7700,2.9800,269.0000,8.5100,100.0000,,,,,804,Clouds,overcast clouds,04n,75.000,2024-12-27 07:00:00+03:00,Europe/Moscow,,
89,,55.77320,37.58050,0.9000,,,-2.5200,1028.000,99.0000,0.7600,3.1200,262.0000,8.5100,100.0000,,,,,804,Clouds,overcast clouds,04n,83.000,2024-12-27 06:00:00+03:00,Europe/Moscow,,
90,,55.77320,37.58050,0.9400,,,-2.6100,1028.000,99.0000,0.8000,3.2900,258.0000,9.1200,100.0000,,,,,804,Clouds,overcast clouds,04n,106.000,2024-12-27 05:00:00+03:00,Europe/Moscow,,
91,,55.77320,37.58050,0.3800,,,-3.3500,1029.000,68.0000,-4.2800,3.3700,255.0000,9.4800,100.0000,,,,,804,Clouds,overcast clouds,04n,156.000,2024-12-27 04:00:00+03:00,Europe/Moscow,,
92,,55.77320,37.58050,0.9400,,,-2.7500,1029.000,99.0000,0.8000,3.4700,247.0000,9.7600,100.0000,,,,,804,Clouds,overcast clouds,04n,266.000,2024-12-27 03:00:00+03:00,Europe/Moscow,,
93,,55.77320,37.58050,0.9900,,,-2.8500,1029.000,100.0000,0.9900,3.6900,240.0000,10.1600,100.0000,,,,,804,Clouds,overcast clouds,04n,467.000,2024-12-27 02:00:00+03:00,Europe/Moscow,,
94,,55.77320,37.58050,0.3600,,,-3.6600,1029.000,70.0000,-3.9500,3.7400,234.0000,10.0500,100.0000,,,,,804,Clouds,overcast clouds,04n,987.000,2024-12-27 01:00:00+03:00,Europe/Moscow,,
95,,55.77320,37.58050,0.3600,,,-3.5800,1029.000,68.0000,-4.3000,3.6300,233.0000,9.7900,100.0000,,,,,804,Clouds,overcast clouds,04n,3206.000,2024-12-27 00:00:00+03:00,Europe/Moscow,,
96,,55.77320,37.58050,0.3500,,,-3.5300,1029.000,66.0000,-4.6500,3.5500,234.0000,9.5000,100.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-26 23:00:00+03:00,Europe/Moscow,,
97,,55.77320,37.58050,0.6800,,,-3.0400,1029.000,99.0000,0.5400,3.4300,232.0000,9.1400,100.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-26 22:00:00+03:00,Europe/Moscow,,
98,,55.77320,37.58050,0.5700,,,-3.1100,1029.000,99.0000,0.4300,3.3600,233.0000,8.7300,100.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-26 21:00:00+03:00,Europe/Moscow,,
99,,55.77320,37.58050,0.4800,,,-3.1900,1030.000,98.0000,0.2000,3.3200,236.0000,8.7300,94.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-26 20:00:00+03:00,Europe/Moscow,,
100,,55.77320,37.58050,0.1800,,,-3.5100,1030.000,98.0000,-0.0800,3.2700,232.0000,8.3500,92.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-26 19:00:00+03:00,Europe/Moscow,,
101,,55.77320,37.58050,-0.5100,,,-4.2900,1030.000,98.0000,-0.7500,3.2000,227.0000,7.8400,90.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-26 18:00:00+03:00,Europe/Moscow,,
102,,55.77320,37.58050,0.3500,,,-2.9500,1031.000,64.0000,-5.0100,2.8600,223.0000,7.4100,85.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-26 17:00:00+03:00,Europe/Moscow,,
103,,55.77320,37.58050,0.3300,,,-2.6400,1031.000,64.0000,-5.0300,2.5100,214.0000,6.2000,82.0000,,,,,803,Clouds,broken clouds,04d,10000.000,2024-12-26 16:00:00+03:00,Europe/Moscow,,
104,,55.77320,37.58050,-0.5300,,,-3.5400,1031.000,97.0000,-0.9000,2.4000,221.0000,5.9300,50.0000,,,,,802,Clouds,scattered clouds,03d,10000.000,2024-12-26 15:00:00+03:00,Europe/Moscow,,
105,,55.77320,37.58050,-0.6900,,,-3.9300,1031.000,97.0000,-1.0600,2.5900,229.0000,5.7600,73.0000,,,,,803,Clouds,broken clouds,04d,10000.000,2024-12-26 14:00:00+03:00,Europe/Moscow,,
106,,55.77320,37.58050,-1.4700,,,-4.4800,1032.000,97.0000,-1.8400,2.2500,215.0000,4.7300,67.0000,,,,,803,Clouds,broken clouds,04d,10000.000,2024-12-26 13:00:00+03:00,Europe/Moscow,,
107,,55.77320,37.58050,0.3700,,,-1.8500,1032.000,97.0000,-0.0400,1.8600,226.0000,4.7600,69.0000,,,,,803,Clouds,broken clouds,04d,10000.000,2024-12-26 12:00:00+03:00,Europe/Moscow,,
108,,55.77320,37.58050,-3.5700,,,-7.1300,1032.000,97.0000,-3.9300,2.4000,238.0000,6.4800,64.0000,,,,,803,Clouds,broken clouds,04d,10000.000,2024-12-26 11:00:00+03:00,Europe/Moscow,,
109,,55.77320,37.58050,-5.1100,,,-8.6100,1032.000,98.0000,-5.3500,2.1400,231.0000,6.1500,50.0000,,,,,802,Clouds,scattered clouds,03d,10000.000,2024-12-26 10:00:00+03:00,Europe/Moscow,,
110,,55.77320,37.58050,-5.3800,,,-8.9500,1032.000,98.0000,-5.6200,2.1600,218.0000,5.6000,24.0000,,,,,801,Clouds,few clouds,02d,10000.000,2024-12-26 09:00:00+03:00,Europe/Moscow,,
111,,55.77320,37.58050,-0.7900,,,-3.7400,1031.000,97.0000,-1.1600,2.3000,228.0000,6.6700,93.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-26 08:00:00+03:00,Europe/Moscow,,
112,,55.77320,37.58050,-4.6700,,,-8.3900,1031.000,98.0000,-4.9100,2.3700,218.0000,6.4500,98.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-26 07:00:00+03:00,Europe/Moscow,,
113,,55.77320,37.58050,-0.7900,,,-3.6300,1031.000,97.0000,-1.1600,2.2100,214.0000,5.5000,99.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-26 06:00:00+03:00,Europe/Moscow,,
114,,55.77320,37.58050,-0.7900,,,-3.4100,1031.000,97.0000,-1.1600,2.0300,214.0000,5.0400,99.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-26 05:00:00+03:00,Europe/Moscow,,
115,,55.77320,37.58050,-0.7900,,,-3.7900,1031.000,96.0000,-1.2800,2.3500,226.0000,6.4000,99.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-26 04:00:00+03:00,Europe/Moscow,,
116,,55.77320,37.58050,-4.0500,,,-7.4600,1032.000,96.0000,-4.5300,2.2100,228.0000,5.9500,91.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-26 03:00:00+03:00,Europe/Moscow,,
117,,55.77320,37.58050,-3.7000,,,-6.9200,1032.000,96.0000,-4.1800,2.1100,232.0000,5.2100,98.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-26 02:00:00+03:00,Europe/Moscow,,
118,,55.77320,37.58050,-2.4400,,,-5.7500,1032.000,95.0000,-3.0500,2.3600,237.0000,6.7400,100.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-26 01:00:00+03:00,Europe/Moscow,,
119,,55.77320,37.58050,-0.7400,,,-3.6000,1032.000,66.0000,-5.6700,2.2300,246.0000,6.6900,100.0000,,,,,804,Clouds,overcast clouds,04n,10000.000,2024-12-26 00:00:00+03:00,Europe/Moscow,,
